              Name           Packing           VoroMQA             SBROD             3DCNN             ProQ2             ProQ3        ProteinPro               GDT
      t1003ts116_5         82.748436          0.340415          1.717591          0.690720          0.505749          0.528609         57.812164         83.871000
    t0968s2ts426_4         62.525700          0.467961          1.517294          0.726240          0.351200          0.356852         29.039100         60.000000
      t0963ts397_1         41.291546          0.200023          1.422395          0.181490          0.012980         -0.082268         20.252964         17.788000
    t0968s1ts377_2         11.818526          0.334948          1.300420          0.572310          0.195311          0.080152         13.501696         18.432000
      t0951ts085_2         91.063362          0.535536          1.660282          0.827340          0.654276          0.701260          9.873210         83.929000
    t0957s2ts261_1         54.479187          0.474226          1.505260          0.708970          0.481002          0.288611         81.677573         47.310000
    t0968s2ts322_5         48.424316          0.456265          1.506767          0.602310          0.398275          0.413829         14.006387         52.609000
      t0954ts241_2         80.581047          0.517585          1.815226          0.804300          0.621779          0.597846         32.445658         66.374000
    t0953s2ts222_5         16.527025          0.423881          1.502844          0.652530          0.329025          0.347057         29.425344         22.681000
      t0954ts378_3         15.841154          0.082420          1.151785          0.022440         -0.069661         -0.075856         59.964928          7.968000
      t1003ts041_4         11.511538          0.112626          1.417243          0.061870          0.153203          0.085418         88.021073          8.525000
      t1011ts149_3         28.795931          0.222445          1.423719          0.271970          0.197733          0.198897         75.207758         36.430000
    t0957s2ts221_4         48.522949          0.371693          1.478039          0.385670          0.267295          0.217700         59.264948         40.348000
    t0953s2ts156_2         18.496647          0.162947          1.257877          0.286960          0.150901         -0.013447         50.225640          6.956000
      t0954ts135_5         66.722336          0.507503          1.772716          0.786660          0.649065          0.593667         37.742441         66.447000
    t0968s1ts389_5         63.642441          0.303094          1.388451          0.614150          0.281352          0.206342         40.884076         18.220000
    t0957s2ts472_4         21.587812          0.159481          1.243911          0.136700          0.026519         -0.045935         58.855968         17.089000
      t1003ts335_3         86.389702          0.444255          1.759484          0.848530          0.550228          0.532769         23.897681         88.825000
    t0953s2ts471_5         45.454788          0.134148          1.167953          0.106670         -0.058851         -0.086988         37.931438         10.988000
      t1011ts402_1         38.238144          0.328185          1.549120          0.513740          0.328457          0.309330         18.359643         40.766000
      t0963ts071_4         24.858099          0.236186          1.294611          0.139270          0.102311         -0.056558         82.620514          6.387000
    t0953s2ts377_1         13.371165          0.246083          1.338201          0.245910          0.141032          0.193658         76.026975         17.440000
    t0968s1ts335_2         23.846012          0.301995          1.386896          0.493310          0.277682          0.268090         53.952879         40.042000
    t0953s2ts043_3         23.202291          0.348818          1.448678          0.492670          0.326565          0.315554         37.763106         34.677000
      t0954ts354_3         88.689301          0.531477          1.853716          0.818910          0.660543          0.612772         45.362642         65.789000
    t0953s2ts337_4         18.649902          0.248766          1.393720          0.228950          0.190295          0.139727         58.897494          9.375000
    t0968s1ts041_5         12.912251          0.089404          1.207242          0.057090          0.040865          0.033068         53.407797         23.305000
    t0957s2ts470_1         31.693123          0.316848          1.397616          0.422010          0.313901          0.237181         -9.015906         26.266000
    t0968s1ts156_1         30.961842          0.303401          1.272967          0.352260          0.208151          0.065944        103.701610         24.576000
      t1003ts043_1         83.643959          0.416019          1.728933          0.758850          0.571254          0.567770         36.291882         60.714000
    t0957s2ts117_3         62.714989          0.322828          1.426467          0.450380          0.297133          0.146084         29.680315         47.785000
      t1003ts377_3         92.786209          0.466641          1.767393          0.832870          0.601853          0.588904         48.220906         90.611000
    t0968s1ts116_4         14.588696          0.200330          1.418690          0.281070          0.140696          0.180688          1.975872         39.195000
      t0954ts488_2         70.975777          0.438032          1.644455          0.539650          0.520192          0.428335         54.317387         43.567000
      t0954ts418_5         66.722336          0.507503          1.772716          0.786660          0.649065          0.593667         34.063727         66.447000
    t0957s2ts312_2         46.773304          0.220012          1.397277          0.254310          0.046394          0.037315         39.047913         38.924000
    t0953s2ts381_4         19.578011          0.111004          1.294044          0.052350          0.152349          0.028653         77.494926         10.282000
      t1005ts110_1         15.406433          0.187465          1.391845          0.216100          0.212513          0.183490         43.813824         47.776000
      t0951ts441_1         88.312019          0.548329          1.668716          0.900540          0.708789          0.721546         18.908253         93.703000
    t0968s2ts492_1         29.812944          0.365479          1.435635          0.254050          0.301408          0.244086         63.788257         49.565000
      t1005ts224_3         20.742928          0.335919          1.494173          0.438220          0.307021          0.280598          1.172657         43.021000
      t0954ts332_1         75.862366          0.250940          1.515720          0.218460          0.366944          0.190579         70.043544         32.749000
    t0968s1ts244_4         13.418954          0.086245          1.161725          0.050420         -0.011564         -0.047666         52.787623         26.483000
      t0954ts068_3         53.625877          0.432187          1.761455          0.633490          0.502161          0.477427         16.813832         52.339000
      t1003ts351_4         24.311602          0.257549          1.553715          0.306610          0.408814          0.382343         23.109554         43.145000
    t0953s2ts246_2         16.091114          0.176102          1.277822          0.111400          0.173926          0.104017         65.489396         11.492000
      t0963ts274_5         17.061922          0.168050          1.385569          0.146890          0.067852         -0.075774         23.290420         19.918000
    t0968s1ts457_1         22.968554          0.318294          1.415251          0.739400          0.383010          0.323060         -4.807595         65.466000
      t1005ts007_5         34.518097          0.152902          1.321573          0.040880         -0.031594         -0.056124         42.583382         10.890000
    t0953s2ts441_3         23.345766          0.227068          1.360049          0.207680          0.310332          0.168784         47.258639         11.089000
    t0968s1ts329_4         12.912251          0.216053          1.400406          0.278660          0.148475          0.168168         52.820323         23.305000
    t0968s1ts164_2         26.393023          0.163222          1.266598          0.172770          0.134233          0.078802         46.018836         25.424000
    t0968s2ts312_3         10.517927          0.209973          1.266712          0.099910         -0.048494         -0.077297         72.831396         17.826000
      t1003ts071_2         22.288218          0.261561          1.501711          0.228730          0.296177          0.288158         60.888747         17.915000
      t0954ts348_5         21.807962          0.171810          1.271236          0.030880          0.188745          0.054727         68.240102         12.719000
      t0963ts377_5         22.925838          0.175524          1.212382          0.162570         -0.173587         -0.259174         27.234170         13.324000
      t1003ts441_1         84.852852          0.372042          1.783510          0.728430          0.514567          0.526623         10.003460         81.279000
      t0954ts163_1         95.563812          0.439917          1.683698          0.733590          0.553157          0.481486          0.458346         56.506000
    t0953s2ts274_1         35.273472          0.320017          1.429470          0.357530          0.353420          0.416988         15.042478         32.560000
      t1011ts312_4         11.996458          0.206385          1.312488          0.118440          0.230756          0.224294         11.922186         13.626000
      t0954ts257_3         20.313423          0.059624          1.150220          0.039290         -0.256906         -0.152039         72.864936          4.094000
      t0963ts351_2         14.516192          0.127097          1.267261          0.072330         -0.032917         -0.199155         93.472123         11.126000
      t1005ts122_2         85.069481          0.258545          1.495114          0.265880          0.173014          0.137248         20.512927         31.979000
    t0968s1ts055_1         45.306351          0.357269          1.446572          0.661180          0.358473          0.353438         34.188482         61.017000
    t0968s2ts117_2         29.447069          0.319199          1.403804          0.210670          0.226540          0.176185         79.036093         47.174000
      t1003ts274_3         95.344185          0.453949          1.785175          0.796610          0.588823          0.596101         70.931063         86.290000
    t0968s1ts085_3         10.417236          0.159832          1.186024          0.273230          0.049092         -0.044037         71.044023         17.373000
      t0954ts390_5         74.136604          0.430042          1.681582          0.589310          0.516912          0.450855         39.482190         52.778000
    t0968s2ts426_5         40.254143          0.427938          1.417748          0.463050          0.303638          0.240451         45.302304         46.304000
    t0968s1ts377_3         17.619354          0.367340          1.351068          0.646400          0.253696          0.224704         60.150519         35.169000
      t1003ts116_4         29.077953          0.348032          1.756890          0.702740          0.518477          0.564401         45.799337         70.680000
      t0963ts347_2         11.810001          0.329217          1.387527          0.619620          0.223941          0.037810         28.786401         18.475000
    t0968s1ts043_1         11.427299          0.327881          1.392675          0.695290          0.297627          0.331119          6.711379         70.127000
      t1003ts156_1         85.151329          0.447580          1.798661          0.773650          0.566562          0.536626         81.648871         86.118000
    t0957s2ts472_5         16.522898          0.169240          1.238274          0.129330          0.061122         -0.046658         37.260141         17.563000
    t0968s1ts389_4         37.220596          0.236719          1.421490          0.333200          0.171937          0.173382          8.071529         16.525000
    t0953s2ts156_3          8.927938          0.137737          1.264268          0.211940          0.125068         -0.060899         21.896144          6.653000
      t0954ts135_4         88.079010          0.504346          1.771801          0.777700          0.653875          0.621691         69.476269         66.886000
    t0953s2ts471_4         12.125165          0.156954          1.232697          0.092400          0.024528         -0.057385         59.520384         11.694000
      t1003ts335_2         77.274719          0.452831          1.765972          0.805300          0.591945          0.574126         22.893625         89.401000
      t0954ts241_3         66.722336          0.507503          1.772716          0.786660          0.649065          0.593667         43.383962         66.447000
    t0953s2ts222_4         31.750727          0.419019          1.508795          0.602370          0.353924          0.368315         80.510462         23.891000
      t0963ts124_1         19.691727          0.308664          1.490036          0.285700          0.242960          0.136077         54.909076         16.758000
    t0968s2ts322_4         18.660973          0.391083          1.421019          0.372470          0.299274          0.322272         70.259593         42.826000
      t0954ts378_2         13.807824          0.082389          1.186894          0.024750         -0.089382         -0.100981         24.925453          6.944000
      t1003ts041_5         20.834387          0.102549          1.343488          0.070530          0.115323          0.028829         51.950689          8.353000
      t1011ts149_2         11.892426          0.201398          1.337780          0.167940          0.129355          0.192498         29.381571         32.601000
    t0957s2ts221_5         30.205931          0.270767          1.364850          0.243810          0.151097          0.067687         40.267272         40.506000
    t0953s2ts431_1         28.782452          0.442801          1.501738          0.905650          0.330292          0.312185         39.003954         19.859000
    t0968s2ts086_1         51.782444          0.444368          1.474424          0.601980          0.293813          0.265714         11.261461         71.087000
      t0963ts329_2         44.540398          0.213770          1.393907          0.227040         -0.011103         -0.234305         28.004919         20.810000
      t1011ts344_1         26.798100          0.404445          1.527206          0.600710          0.417767          0.360057         58.181535         45.608000
      t0951ts085_3         82.379936          0.540654          1.640002          0.830810          0.675638          0.706038         11.504768         83.647000
    t0957s2ts358_1         42.507900          0.281578          1.381416          0.251700          0.291326          0.045453         52.037419         30.380000
      t1005ts266_2         84.056122          0.306431          1.510391          0.443480          0.214915          0.245937         37.783930         50.460000
      t0963ts085_5         14.868091          0.127224          1.309269          0.110570          0.000334         -0.132864          1.748686          7.212000
      t1005ts112_5         39.850372          0.347155          1.573684          0.346600          0.353660          0.277852         23.307983         42.945000
      t0951ts164_2         85.921875          0.541791          1.681111          0.849270          0.703058          0.725345          9.819565         91.729000
      t1003ts457_1         95.956299          0.427207          1.730283          0.750180          0.571915          0.543834         98.671370         80.588000
      t0954ts044_2         88.079010          0.504346          1.771801          0.777700          0.653875          0.621691         31.266488         66.886000
    t0968s1ts351_4         19.331118          0.170367          1.332172          0.115250          0.213293          0.147678         39.372165         29.873000
      t1003ts244_4         23.117664          0.235326          1.501949          0.179080          0.276922          0.241384         35.835524         12.788000
      t1011ts426_2         43.461056          0.412332          1.503186          0.631320          0.440865          0.380873         61.251852         40.484000
      t1005ts208_2         58.361946          0.400688          1.581893          0.569550          0.376803          0.354988         58.447862         50.000000
      t0951ts347_4         93.004013          0.556359          1.646783          0.846570          0.686869          0.741390         49.737165         91.917000
    t0953s2ts457_3         70.422562          0.356585          1.377428          0.405480          0.383957          0.367699         20.058020         29.435000
    t0968s2ts149_5         12.423591          0.169009          1.298381          0.074600          0.066281          0.065426         49.002022         33.696000
      t1011ts322_3         52.965904          0.367874          1.562158          0.569560          0.379528          0.367622         54.815482         49.381000
      t0963ts192_1         11.429895          0.206654          1.357189          0.280970         -0.027076         -0.188261         77.836757         24.657000
      t1005ts365_2         16.334778          0.141947          1.270462          0.089870          0.057866          0.028676         39.338308         14.417000
      t0963ts116_2         23.211922          0.164852          1.335390          0.236390         -0.117268         -0.282680         68.200688         20.879000
    t0968s1ts441_1         33.389992          0.276977          1.362386          0.307650          0.283632          0.284812         23.117920         33.475000
      t0954ts460_5         88.079010          0.537387          1.828004          0.809660          0.660523          0.592142         75.637468         66.886000
      t1003ts347_4         97.110138          0.433296          1.735684          0.800300          0.589423          0.606198         40.440148         86.002000
      t1011ts092_2         59.801102          0.380860          1.505112          0.537490          0.360037          0.340401         71.305511         42.568000
    t0968s1ts401_4         10.640629          0.297013          1.307265          0.199810          0.249104          0.207320         43.689979         23.941000
      t0963ts335_4         10.739511          0.125134          1.199092          0.131790         -0.136228         -0.278053         36.831133          9.409000
      t0954ts324_1         58.192940          0.425451          1.744503          0.620210          0.554021          0.516919         34.012151         60.673000
      t0963ts041_3          8.972692          0.108673          1.187494          0.050330         -0.169135         -0.257778         24.420627          6.593000
    t0957s2ts149_4         12.135246          0.220306          1.362946          0.197630          0.104537          0.014755         51.633203         33.703000
      t1011ts221_3         29.441431          0.378072          1.582580          0.635000          0.381369          0.393977         18.641108         43.412000
      t1003ts329_4         90.215782          0.394736          1.748780          0.770740          0.526975          0.536754         66.660731         86.982000
    t0968s1ts071_2         15.998893          0.291417          1.280102          0.347690          0.221104          0.063295         -3.616903         25.000000
      t1011ts472_3         24.090307          0.262529          1.446243          0.319940          0.234996          0.189965         27.369341         24.550000
      t1003ts164_2         90.555084          0.391189          1.701468          0.723780          0.536155          0.554999         32.667488         84.735000
    t0968s1ts274_3         16.949894          0.323528          1.428740          0.693740          0.245601          0.266790         47.331945         63.559000
    t0957s2ts426_4         29.872004          0.342428          1.512165          0.582910          0.323791          0.229389         27.590933         59.652000
    t0953s2ts192_5         61.407448          0.289086          1.395036          0.354410          0.410651          0.405069         34.237376         17.641000
      t0954ts058_4         28.953831          0.398155          1.711079          0.471460          0.510357          0.458618         72.247836         52.485000
      t1003ts085_3         73.527687          0.391656          1.680004          0.690850          0.519578          0.518653         89.876669         86.060000
      t0963ts244_2         11.121290          0.070455          1.186910          0.058040         -0.295675         -0.324843         -1.075289          8.516000
      t1003ts055_1         84.580353          0.462696          1.764769          0.789980          0.592628          0.595183        100.923611         80.184000
      t0951ts041_5         10.062972          0.111120          1.387166          0.083820          0.194777          0.159456         60.056460         12.782000
    t0968s2ts472_4          9.862086          0.118119          1.224917          0.084510          0.002568         -0.109872         17.569918         16.087000
    t0953s2ts055_3         47.772060          0.350322          1.390896          0.471200          0.327558          0.267666         62.056906         21.976000
    t0957s2ts322_5         30.361250          0.432302          1.490189          0.550450          0.346522          0.199897         95.711299         48.101000
    t0953s2ts288_2         73.797325          0.285532          1.461911          0.516540          0.317862          0.204040          6.916039         13.911000
      t0951ts156_1         94.535286          0.557777          1.708655          0.893810          0.715316          0.769028         64.792940         92.951000
    t0968s2ts221_4         19.311256          0.424970          1.430439          0.449670          0.260656          0.255931         28.588671         36.739000
      t1005ts407_1         19.790333          0.201111          1.393865          0.080950          0.163357          0.111778         19.289689         14.187000
    t0953s2ts085_1         54.060566          0.242077          1.275326          0.111350          0.280616          0.080230        -25.265906         11.895000
      t1005ts214_4         70.890694          0.465423          1.612089          0.592440          0.428206          0.401534         47.834097         52.531000
    t0968s2ts261_1         24.537746          0.505996          1.498247          0.630410          0.377098          0.569169         80.951821         58.261000
      t0951ts116_4         45.151073          0.415132          1.588501          0.684390          0.665180          0.672633         54.488681         67.763000
      t1005ts160_3         33.843555          0.265734          1.430191          0.215460          0.245758          0.165106         37.058719         40.721000
      t0954ts257_5          8.520606          0.060604          1.146776          0.036350         -0.284135         -0.155663          6.743482          4.240000
      t1011ts312_2         21.004923          0.195343          1.300694          0.127280          0.253937          0.215233         23.976763         14.189000
    t0968s1ts192_1         17.619839          0.304229          1.347596          0.705210          0.239198          0.264838         25.114915         71.398000
      t0954ts390_3         75.851303          0.516774          1.774908          0.825610          0.673174          0.601250         37.592700         67.105000
    t0968s1ts085_5         24.558788          0.130268          1.181010          0.158900          0.014586         -0.045445         32.824094         17.797000
      t1003ts274_5         80.601021          0.447041          1.780815          0.790930          0.591178          0.601013         56.437215         85.138000
    t0968s2ts117_4         16.760099          0.345336          1.433439          0.189190          0.197417          0.115462         36.850116         43.478000
      t1005ts122_4         43.801311          0.240065          1.455169          0.195380          0.231809          0.148293         16.530844         21.549000
    t0968s2ts157_1          9.933962          0.244928          1.336931          0.152950          0.103262          0.033271         53.411950         31.304000
      t0963ts351_4         14.516192          0.127097          1.267261          0.072330         -0.032917         -0.199155         38.342799         11.126000
    t0968s1ts124_1         43.671474          0.268682          1.358786          0.315480          0.307916          0.272147         27.883229         36.229000
    t0957s2ts402_1         59.141949          0.407596          1.413080          0.460840          0.328462          0.187137         18.175783         35.759000
      t0954ts348_3         28.824818          0.150654          1.263133          0.037780          0.211090          0.093360         52.227959         39.839000
      t1003ts071_4         25.941671          0.212995          1.527244          0.174330          0.266442          0.246645         57.344038         22.350000
    t0968s1ts164_4         24.306412          0.236273          1.265714          0.141130          0.285507          0.107150         42.773960         22.458000
    t0957s2ts281_3         20.501240          0.329374          1.483122          0.600820          0.350514          0.213248         49.392169         39.399000
    t0968s2ts312_5         16.425863          0.141105          1.291718          0.048890          0.080662         -0.069595         70.696335         18.696000
    t0953s2ts441_5          9.926640          0.185969          1.324836          0.215360          0.059638          0.047407         22.876246         20.565000
    t0968s1ts329_2         12.912251          0.216053          1.400406          0.278660          0.148475          0.168168         39.397287         23.305000
      t0963ts377_3         19.666620          0.175391          1.240140          0.156200         -0.187494         -0.270993         42.037705         13.393000
      t0963ts043_1         24.309036          0.374545          1.472681          0.500250          0.281625          0.079384         65.255812         20.192000
    t0968s2ts368_1         16.742393          0.481234          1.496018          0.728280          0.371326          0.409965         37.150062         59.565000
      t1005ts224_5         79.887321          0.429253          1.582371          0.596410          0.362436          0.337185         28.562560         52.454000
    t0953s2ts381_2         30.984617          0.116910          1.281843          0.058130          0.250940          0.101154         58.876768         11.391000
    t0957s2ts312_4         46.773304          0.254961          1.395859          0.214330          0.026510          0.011102         32.863693         38.924000
    t0968s2ts281_2         56.696480          0.390795          1.507846          0.518950          0.417952          0.407498         62.922373         59.348000
      t0954ts418_3         83.340073          0.521358          1.785947          0.765500          0.621997          0.623906         29.725759         68.860000
      t0954ts488_4         55.909153          0.422010          1.622007          0.466560          0.522275          0.417232         77.177306         44.152000
      t0963ts274_3         18.305805          0.213175          1.405371          0.182280          0.045167         -0.059053         73.321370         20.398000
    t0953s2ts246_4         45.454788          0.186864          1.233978          0.123030          0.108311          0.041767         19.717949         10.988000
      t1003ts351_2         24.311602          0.257549          1.553715          0.306610          0.408814          0.382343         46.307654         43.145000
      t0954ts068_5         74.136604          0.431957          1.747243          0.583210          0.506648          0.437125         36.689475         52.778000
      t0954ts476_3         21.655890          0.064854          1.171545          0.047480         -0.103315         -0.243171         -4.070990          5.556000
    t0968s1ts244_2          8.845333          0.065565          1.209645          0.029200         -0.112572         -0.156701         56.451297         20.339000
    t0968s1ts041_3         13.483089          0.127848          1.261398          0.051800          0.030734         -0.005813         18.410889         31.144000
      t0954ts354_5         72.898308          0.533983          1.844669          0.804110          0.631397          0.603412         44.112833         65.570000
    t0953s2ts337_2         60.427666          0.190512          1.379666          0.139510          0.290515          0.173673         20.542463          8.871000
    t0953s2ts043_5         29.310032          0.334592          1.390192          0.506750          0.334784          0.334280         54.821600         31.754000
    t0968s1ts335_4         26.384621          0.297485          1.363564          0.588600          0.238106          0.221217         84.504533         36.017000
      t0963ts071_2         41.816040          0.262894          1.350517          0.244630          0.141200          0.068909         44.657941          6.044000
    t0968s1ts116_2         10.855762          0.151957          1.317779          0.158760          0.054168         -0.044730        -18.325249         28.602000
      t0963ts441_1         16.730410          0.303535          1.526337          0.379940          0.173050          0.077821         53.122461         20.604000
    t0968s1ts431_5         58.361946          0.431338          1.449879          0.915340          0.420245          0.273224         32.209496         50.000000
      t1003ts377_5         84.166054          0.463670          1.764335          0.818660          0.586390          0.578164         70.483327         89.804000
    t0957s2ts117_5         38.018028          0.403140          1.455250          0.641830          0.356640          0.200556         58.797458         43.671000
      t0954ts243_1         20.358604          0.394439          1.711265          0.432490          0.523719          0.442573         63.420804         51.974000
      t0951ts041_3         24.041115          0.121158          1.369126          0.078600          0.192867          0.139144         72.676305         11.560000
      t0963ts244_4         18.871967          0.142002          1.279855          0.138000         -0.174712         -0.175475         26.048337          5.357000
      t0954ts406_1         88.079010          0.504346          1.771801          0.777700          0.653875          0.621691         38.531008         66.886000
      t0963ts457_1         25.681299          0.348653          1.467950          0.511850          0.185100         -0.003406         30.145584         18.269000
      t1003ts085_5         25.439573          0.237399          1.632527          0.526740          0.430706          0.445278         57.200043         59.159000
      t0954ts058_2         17.079134          0.394638          1.753994          0.463390          0.508593          0.445205         42.673018         52.412000
    t0953s2ts192_3         37.442986          0.366439          1.447773          0.557510          0.389453          0.358286        -18.010889         25.605000
    t0968s1ts274_5         70.435822          0.320693          1.403848          0.716330          0.267195          0.337542          8.806876         62.076000
    t0957s2ts426_2         49.943398          0.361062          1.514003          0.615930          0.344981          0.273946         41.245840         58.070000
      t1005ts160_5         46.229557          0.266349          1.398424          0.275090          0.215248          0.142870         51.675615         38.344000
      t1003ts192_1         86.205009          0.434663          1.755770          0.795080          0.540646          0.526116         14.833333         89.055000
      t0951ts116_2         29.846239          0.436129          1.550448          0.711300          0.630430          0.651832         15.131448         69.361000
      t1005ts214_2         84.056122          0.472062          1.552304          0.659330          0.410595          0.386781         -9.087172         50.460000
    t0953s2ts288_4         50.479385          0.311057          1.443486          0.450340          0.311521          0.206875         31.795329         15.726000
    t0968s2ts221_2         16.402376          0.364784          1.465215          0.467300          0.135594          0.197094         32.474928         41.087000
    t0957s2ts322_3         25.318718          0.412304          1.491165          0.594790          0.354661          0.125706         58.263173         42.247000
    t0953s2ts055_5         77.864990          0.320279          1.397421          0.529160          0.251045          0.187095         21.597840         11.190000
    t0968s2ts472_2         25.986385          0.111872          1.205625          0.109250         -0.033644         -0.112228         35.722747         15.870000
      t0963ts156_1         29.105860          0.257049          1.320161          0.440620          0.053887         -0.154639         21.516780         19.093000
      t1011ts092_4         70.152588          0.360171          1.499034          0.531770          0.370803          0.360118         13.532322         41.441000
    t0968s1ts401_2         27.932734          0.260826          1.312165          0.187650          0.242611          0.219287         36.522339         24.364000
    t0953s2ts124_3         30.596869          0.343410          1.424127          0.343460          0.403389          0.371282         24.959303         15.625000
      t0954ts460_3         86.113297          0.537908          1.832794          0.812680          0.665495          0.599750         86.988016         66.667000
      t1003ts347_2         94.256577          0.420829          1.742921          0.782650          0.551516          0.553125         47.989140         85.541000
      t0963ts116_4         21.638483          0.171573          1.335702          0.201510         -0.196588         -0.273302         -0.334432         20.055000
      t1005ts365_4          8.767999          0.155924          1.324876          0.096330          0.041798         -0.031984         48.732832         18.558000
      t1011ts472_5         34.986420          0.211493          1.160288          0.056670          0.103986          0.004704         13.437045         16.160000
      t1003ts164_4         83.095398          0.389458          1.683029          0.676940          0.516233          0.546961         19.567187         84.159000
    t0968s1ts071_4         11.818526          0.159238          1.299338          0.109100          0.093818         -0.028877         44.487140         18.432000
      t1003ts329_2         96.678726          0.422158          1.766261          0.852320          0.582543          0.578720         44.147363         86.636000
    t0957s2ts149_2         38.371666          0.241326          1.362574          0.226240          0.169645          0.058181         30.646002         37.184000
      t1011ts221_5         26.608589          0.355069          1.557439          0.560430          0.350543          0.349361         50.587287         45.214000
      t0963ts041_5         11.969666          0.090579          1.194365          0.043010         -0.139371         -0.260985         24.943064          6.525000
    t0957s2ts344_1         54.479187          0.422074          1.507528          0.708910          0.441585          0.236041         79.543623         47.310000
      t1003ts124_1         58.237972          0.339736          1.653045          0.584680          0.547537          0.539522         63.752853         65.899000
      t0963ts335_2         24.216209          0.164778          1.276669          0.308600         -0.138266         -0.274757         48.594401         18.887000
      t1011ts358_1         60.097736          0.368868          1.458358          0.450720          0.423064          0.365065         50.645677         41.498000
      t1011ts426_4         33.457909          0.412916          1.529140          0.607040          0.403879          0.370981         13.928463         40.935000
      t0963ts055_1         34.479000          0.381625          1.502707          0.570200          0.201683          0.054118         21.193367         18.819000
      t0951ts124_1         87.259224          0.474944          1.650398          0.770280          0.645588          0.696243         12.676973         79.887000
      t1003ts244_2         11.580717          0.179937          1.345542          0.163100          0.297787          0.218598         26.973329         22.062000
    t0968s1ts351_2         19.331118          0.170367          1.332172          0.115250          0.213293          0.147678         46.782448         29.873000
      t0954ts044_4         66.722336          0.507503          1.772716          0.786660          0.649065          0.593667         17.945415         66.447000
      t0951ts164_4         85.921875          0.541791          1.681111          0.849270          0.703058          0.725345         13.990765         91.729000
      t1005ts112_3         33.997688          0.366277          1.575894          0.505650          0.363445          0.339794         40.708667         41.104000
      t0963ts085_3         15.866073          0.127411          1.343853          0.108730          0.011617         -0.133593         38.480814          7.280000
      t0954ts004_1         82.266441          0.474930          1.720479          0.723580          0.556682          0.471947         38.333677         58.114000
      t1005ts266_4         23.388996          0.255892          1.504832          0.278430          0.147769          0.151053         65.544982         44.325000
      t1011ts322_5         57.931915          0.403286          1.567074          0.619290          0.408636          0.401132         45.839713         44.032000
    t0968s2ts149_3         30.092457          0.296309          1.460644          0.350030          0.226387          0.172106         56.034817         41.522000
    t0953s2ts457_5         52.145653          0.308117          1.422205          0.598750          0.301125          0.260618         37.063272         16.129000
      t1005ts208_4         58.361946          0.384228          1.580792          0.600790          0.394129          0.304163         36.999872         50.000000
    t0957s2ts414_1         27.400738          0.384216          1.327928          0.492630          0.241117          0.140322         31.277347         27.057000
      t0951ts347_2         90.134445          0.552619          1.681770          0.865730          0.694572          0.760663         59.353031         91.259000
      t0963ts347_4         49.472183          0.316115          1.344615          0.516370          0.195506          0.042253         32.050556         19.025000
    t0953s2ts041_1         11.451592          0.083534          1.277395          0.069000          0.084834          0.097473         29.101075         12.802000
      t1003ts116_2         95.344185          0.337230          1.761611          0.695550          0.469196          0.508719         86.313501         86.290000
    t0968s1ts377_5         11.008465          0.338465          1.357853          0.379220          0.183034          0.126726         22.187451         16.949000
    t0968s2ts426_3         24.537746          0.505996          1.498247          0.630410          0.377098          0.569169         47.939899         58.261000
      t0951ts085_5         82.484062          0.532202          1.619030          0.831010          0.682358          0.709141         65.115355         84.586000
    t0968s2ts498_1         17.866201          0.423497          1.492128          0.516100          0.272145          0.257186         55.448690         62.826000
      t1011ts149_4         12.426184          0.230313          1.408142          0.162330          0.199411          0.238019         71.157699         31.137000
    t0957s2ts221_3         54.325420          0.374295          1.426192          0.555900          0.347786          0.247308         11.430632         45.095000
      t1003ts041_3         20.462389          0.110513          1.328055          0.079460          0.121361          0.064949         38.789694          7.949000
      t0954ts378_4         11.562597          0.081508          1.227332          0.019260         -0.026135         -0.056890         44.890982          6.798000
      t0954ts241_5         83.340073          0.521358          1.785947          0.765500          0.621997          0.623906          6.496927         68.860000
    t0953s2ts222_2         41.805119          0.417195          1.506822          0.611220          0.327038          0.303736         46.612142         23.488000
    t0968s2ts322_2         13.719083          0.310886          1.384910          0.262330          0.327562          0.325233         60.360080         32.609000
    t0953s2ts471_2         30.984617          0.138829          1.171464          0.132100         -0.015924         -0.100250         64.152733         11.391000
      t1003ts335_4         90.874855          0.458202          1.797482          0.807680          0.573004          0.565079          0.312730         88.998000
    t0957s2ts472_3         21.661432          0.158466          1.275011          0.150920          0.018384         -0.076770         22.026793         17.405000
    t0968s1ts389_2         21.374645          0.175181          1.322791          0.189790         -0.078825         -0.093541         52.971620         16.314000
    t0953s2ts156_5         18.644588          0.172125          1.247030          0.199650          0.140888         -0.039762         54.971905          7.056000
      t0954ts135_2         80.581047          0.517585          1.815226          0.804300          0.621779          0.597846         31.873406         66.374000
      t0963ts071_3         13.343490          0.255772          1.356107          0.365810          0.054697         -0.136106        -12.551677         23.008000
      t1011ts492_1         88.798882          0.433143          1.545487          0.605720          0.393345          0.327222         30.624035         31.475000
    t0953s2ts043_4         39.279205          0.344526          1.462441          0.539170          0.344669          0.280659         39.156439         37.601000
    t0968s1ts335_5         33.972637          0.316733          1.331061          0.713250          0.241095          0.211581         67.276888         59.534000
    t0968s1ts041_2         13.653994          0.091237          1.221760          0.040880          0.081748         -0.070378         63.198403         29.025000
      t0954ts354_4         82.349312          0.526066          1.866776          0.776260          0.678587          0.645819          9.920028         66.301000
    t0953s2ts337_3         28.782452          0.209477          1.316340          0.194400          0.069760          0.127188         16.248415         19.859000
