           time                 xpos                 ypos
     144.812500            10.042560            -6.324949
     144.875000             9.303608            -6.998707
     144.937500            10.238733            -6.644388
     145.000000            10.247454            -7.644350
     145.062500             9.300215            -7.323821
     145.125000             8.682259            -8.110034
     145.187500             9.270060            -7.301028
     145.250000             8.353893            -7.701825
     145.312500             9.172707            -8.275884
     145.375000             9.973411            -8.874945
     145.437500            10.957003            -9.055348
     145.500000            10.122829            -8.503847
     145.562500             9.160268            -8.232781
     145.625000             9.517738            -7.298856
     145.687500             9.017341            -8.164652
     145.750000             9.133391            -9.157896
     145.812500             8.287411            -8.624681
     145.875000             9.171518            -8.157397
     145.937500            10.170594            -8.114411
     146.000000             9.661799            -8.975299
     146.062500            10.656183            -8.869466
     146.125000            11.346308            -8.145775
     146.187500            11.203016            -9.135456
     146.250000            11.556541           -10.070881
     146.312500            12.538879           -10.258001
     146.375000            12.049834           -11.130260
     146.437500            11.532313           -11.985930
     146.500000            11.407159           -12.978067
     146.562500            10.983773           -12.072118
     146.625000            11.857902           -12.557812
     146.687500            11.215127           -11.791757
     146.750000            12.116339           -12.225136
     146.812500            11.142564           -12.452648
     146.875000            10.277763           -11.950533
     146.937500             9.281657           -12.038695
     147.000000             8.426856           -12.557651
     147.062500             8.323156           -13.552260
     147.125000             7.538434           -12.932412
     147.187500             7.730149           -13.913862
     147.250000             8.518077           -13.298095
     147.312500             8.755285           -12.326636
     147.375000             8.325271           -13.229459
     147.437500             8.349019           -14.229177
     147.500000             9.225116           -14.711310
     147.562500             8.951902           -15.673264
     147.625000             8.873583           -16.670192
     147.687500             9.006419           -17.661330
     147.750000             8.022582           -17.482263
     147.812500             8.205818           -16.499194
     147.875000             8.374706           -15.513559
     147.937500             8.976962           -14.715256
     148.000000             8.033549           -14.383636
     148.062500             7.753404           -15.343594
     148.125000             6.784902           -15.592600
     148.187500             7.297557           -14.734005
     148.250000             8.294677           -14.658169
     148.312500             8.603632           -13.707092
     148.375000             7.766932           -14.254753
     148.437500             6.794724           -14.020633
     148.500000             7.767647           -14.251764
     148.562500             8.723234           -14.546472
     148.625000             7.862512           -15.055547
     148.687500             8.561636           -15.770548
     148.750000             7.859043           -16.482140
     148.812500             8.710256           -17.006961
     148.875000             8.338063           -16.078806
     148.937500             7.384252           -15.778397
     149.000000             6.981679           -16.693785
     149.062500             6.611235           -17.622640
     149.125000             6.093642           -16.767014
     149.187500             5.168999           -16.386179
     149.250000             5.711896           -17.225978
     149.312500             5.168708           -18.065589
     149.375000             6.162707           -18.174978
     149.437500             5.164507           -18.234949
     149.500000             5.644798           -19.112058
     149.562500             4.663870           -19.306428
     149.625000             4.552651           -20.300224
     149.687500             3.760615           -20.910698
     149.750000             3.946267           -21.893313
     149.812500             4.935541           -22.039386
     149.875000             5.372637           -21.139971
     149.937500             6.002959           -21.916306
     150.000000             6.900418           -22.357404
     150.062500             7.895686           -22.454571
     150.125000             8.764543           -21.959508
     150.187500             9.198229           -22.860572
     150.250000             8.213718           -22.685250
     150.312500             7.704009           -21.824903
     150.375000             8.695675           -21.696073
     150.437500             7.999179           -20.978513
     150.500000             7.218663           -20.353377
     150.562500             8.218175           -20.384599
     150.625000             9.141129           -20.769509
     150.687500             8.690299           -21.662119
     150.750000             7.690927           -21.626697
     150.812500             8.687708           -21.706871
     150.875000             9.451806           -22.351970
     150.937500             9.195424           -21.385395
     151.000000             8.417033           -20.757616
     151.062500             7.899462           -21.613257
     151.125000             8.899130           -21.639024
     151.187500             9.834806           -21.991885
     151.250000            10.624160           -22.605824
     151.312500            11.400108           -23.236620
     151.375000            11.474305           -24.233864
     151.437500            12.330401           -23.717048
     151.500000            11.732278           -24.518452
     151.562500            11.876854           -25.507946
     151.625000            11.702977           -24.523178
     151.687500            11.840465           -23.532675
     151.750000            11.004180           -22.984379
     151.812500            11.661292           -23.738172
     151.875000            10.764010           -23.296716
     151.937500            10.978255           -22.319936
     152.000000            11.784140           -22.912008
     152.062500            11.583703           -23.891715
     152.125000            11.579410           -24.891706
     152.187500            11.435227           -25.881257
     152.250000            12.425462           -26.020667
     152.312500            13.408237           -26.205473
     152.375000            14.160553           -25.546670
     152.437500            13.635429           -24.695644
     152.500000            13.962277           -25.640721
     152.562500            14.904366           -25.305359
     152.625000            15.620225           -26.003604
     152.687500            16.456106           -25.454693
     152.750000            16.883363           -26.358823
     152.812500            17.359903           -25.479670
     152.875000            18.232055           -25.968904
     152.937500            17.288841           -25.636719
     153.000000            17.844397           -26.468199
     153.062500            18.645350           -25.869472
     153.125000            17.666847           -26.075706
     153.187500            17.092240           -25.257277
     153.250000            17.933603           -25.797748
     153.312500            17.853612           -26.794543
     153.375000            17.891294           -25.795254
     153.437500            18.850424           -26.078218
     153.500000            18.318489           -26.925003
     153.562500            18.911597           -26.119880
     153.625000            18.980943           -25.122288
     153.687500            18.304913           -25.859162
     153.750000            18.759220           -26.750007
     153.812500            19.456679           -27.466631
     153.875000            20.264464           -26.877153
     153.937500            19.496144           -27.517220
     154.000000            18.763454           -28.197783
     154.062500            18.895786           -29.188988
     154.125000            19.399375           -28.325045
     154.187500            19.106112           -27.369013
     154.250000            18.357293           -26.706238
     154.312500            18.591309           -27.678471
     154.375000            17.742551           -27.149689
     154.437500            16.893322           -27.677714
     154.500000            17.675318           -28.300999
     154.562500            18.204173           -27.452287
     154.625000            19.095445           -26.998817
     154.687500            18.623578           -27.880487
     154.750000            19.518578           -27.434421
     154.812500            20.273696           -28.090010
     154.875000            19.539144           -28.768562
     154.937500            19.124087           -29.678357
     155.000000            18.173699           -29.989424
     155.062500            19.082621           -29.572458
     155.125000            19.831781           -30.234847
     155.187500            19.414447           -31.143600
     155.250000            19.820950           -32.057250
     155.312500            19.134861           -32.784767
     155.375000            20.106003           -32.546266
     155.437500            20.763489           -33.299732
     155.500000            19.974203           -32.685706
     155.562500            20.157128           -33.668833
     155.625000            20.051026           -34.663188
     155.687500            19.246459           -35.257049
     155.750000            19.775383           -36.105719
     155.812500            20.477118           -36.818157
     155.875000            19.773844           -37.529075
     155.937500            19.274651           -36.662585
     156.000000            19.937642           -37.411212
     156.062500            18.941978           -37.504237
     156.125000            18.062492           -37.028314
     156.187500            17.959713           -36.033609
     156.250000            17.068046           -35.580917
     156.312500            16.507671           -36.409156
     156.375000            17.203906           -37.126970
     156.437500            18.167087           -37.395825
     156.500000            19.165333           -37.455029
     156.562500            19.987837           -38.023788
     156.625000            19.046833           -38.362183
     156.687500            19.774228           -37.675964
     156.750000            20.334194           -38.504480
     156.812500            21.033266           -39.219531
     156.875000            21.700092           -38.474317
     156.937500            22.466494           -37.831956
     157.000000            23.176399           -38.536253
     157.062500            22.629891           -39.373707
     157.125000            22.546310           -38.377206
     157.187500            23.129434           -39.189589
     157.250000            22.148394           -39.383397
     157.312500            23.113840           -39.643999
     157.375000            22.241968           -40.133732
     157.437500            21.253510           -39.982236
     157.500000            20.988213           -39.018069
     157.562500            21.565381           -39.834694
     157.625000            22.380551           -39.255472
     157.687500            21.613702           -38.613645
     157.750000            22.381735           -39.254054
     157.812500            21.542042           -38.710992
     157.875000            20.974977           -37.887320
     157.937500            21.528682           -37.054608
     158.000000            20.601769           -37.429883
     158.062500            20.930338           -36.485403
     158.125000            21.197659           -37.449010
     158.187500            21.078346           -38.441866
     158.250000            22.047361           -38.194866
     158.312500            22.697556           -38.954633
     158.375000            22.987402           -37.997560
     158.437500            22.506123           -37.120992
     158.500000            21.981451           -36.269688
     158.562500            20.982819           -36.217394
     158.625000            20.177051           -35.625163
     158.687500            19.785131           -34.705164
     158.750000            20.354518           -35.527233
     158.812500            19.586057           -34.887336
     158.875000            18.988268           -34.085683
     158.937500            18.901438           -33.089459
     159.000000            17.916654           -33.263245
     159.062500            17.623850           -32.307072
     159.125000            16.627543           -32.392933
     159.187500            17.465019           -31.846460
     159.250000            17.621468           -30.858774
     159.312500            18.281571           -30.107598
     159.375000            19.214407           -30.467898
     159.437500            18.564568           -31.227969
     159.500000            17.854282           -30.524055
     159.562500            16.927617           -30.899944
     159.625000            15.977052           -31.210469
     159.687500            15.106181           -30.718956
     159.750000            14.106318           -30.702431
     159.812500            13.238486           -30.205573
     159.875000            13.982672           -29.537600
     159.937500            13.039757           -29.870635
     160.000000            12.039937           -29.889574
     160.062500            11.650346           -28.968586
     160.125000            10.910306           -29.641149
     160.187500            10.512945           -30.558812
     160.250000            10.022674           -31.430382
     160.312500             9.419120           -32.227703
     160.375000             8.794013           -31.447164
     160.437500             9.645012           -31.972331
     160.500000             9.198302           -31.077653
     160.562500            10.081783           -31.546120
     160.625000             9.969038           -30.552496
     160.687500            10.938974           -30.795855
     160.750000            11.780615           -30.255817
     160.812500            11.774056           -29.255839
     160.875000            11.960550           -28.273383
     160.937500            12.614645           -29.029796
     161.000000            12.313613           -29.983410
     161.062500            12.734913           -30.890332
     161.125000            12.040008           -31.609434
     161.187500            12.053388           -32.609344
     161.250000            11.633217           -33.516790
     161.312500            12.606189           -33.747715
     161.375000            13.339351           -34.427769
     161.437500            12.339354           -34.429804
     161.500000            12.037454           -35.383144
     161.562500            12.938010           -34.948403
     161.625000            13.921576           -35.128949
     161.687500            12.952644           -34.881622
     161.750000            13.880753           -35.253932
     161.812500            13.905166           -34.254230
     161.875000            14.131187           -35.228352
     161.937500            13.432983           -34.512453
     162.000000            13.084322           -35.449702
     162.062500            12.300180           -36.070284
     162.125000            12.787385           -35.196996
     162.187500            11.830320           -35.486872
     162.250000            12.225365           -36.405534
     162.312500            11.396093           -36.964379
     162.375000            12.000830           -37.760805
     162.437500            11.257982           -37.091345
     162.500000            11.984463           -37.778531
     162.562500            10.984475           -37.773711
     162.625000            11.581820           -38.575696
     162.687500            11.796776           -37.599072
     162.750000            12.412057           -36.810764
     162.812500            11.541924           -37.303581
     162.875000            11.918884           -38.229811
     162.937500            12.909454           -38.366822
     163.000000            13.675493           -37.724028
     163.062500            13.831558           -36.736282
     163.125000            13.184539           -37.498756
     163.187500            14.180370           -37.407542
     163.250000            13.330485           -36.880574
     163.312500            12.444528           -36.416807
     163.375000            12.778438           -37.359412
     163.437500            13.488439           -36.655212
     163.500000            12.759607           -37.339904
     163.562500            13.455952           -36.622196
     163.625000            12.576442           -36.146315
     163.687500            11.892681           -36.876022
     163.750000            11.125269           -36.234868
     163.812500            10.125349           -36.222229
     163.875000            10.856711           -35.540240
     163.937500             9.869953           -35.702437
     164.000000             9.134677           -36.380205
     164.062500             9.251733           -35.387080
     164.125000             8.932554           -34.439386
     164.187500             7.937547           -34.539187
     164.250000             7.255790           -33.807607
     164.312500             8.186907           -34.172329
     164.375000             7.366924           -33.599941
     164.437500             6.576333           -34.212286
     164.500000             6.181203           -33.293661
     164.562500             6.438598           -32.327355
     164.625000             5.583806           -31.808385
     164.687500             6.583390           -31.837221
     164.750000             6.688343           -30.842744
     164.812500             6.332593           -31.777325
     164.875000             6.354716           -30.777570
     164.937500             6.995234           -30.009626
     165.000000             6.798027           -29.029264
     165.062500             7.110206           -28.079241
     165.125000             7.687257           -28.895950
     165.187500             8.021560           -29.838415
     165.250000             8.208495           -30.820788
     165.312500             7.567139           -30.053544
     165.375000             8.300446           -29.373646
     165.437500             7.700379           -30.173596
     165.500000             6.710862           -30.318012
     165.562500             6.026343           -31.047007
     165.625000             6.758456           -31.728190
     165.687500             7.323148           -32.553492
     165.750000             6.335882           -32.394416
     165.812500             6.299181           -31.395090
     165.875000             6.087480           -32.372424
     165.937500             6.630697           -33.212017
     166.000000             6.559771           -32.214535
     166.062500             6.794887           -31.242568
     166.125000             6.112735           -30.511357
     166.187500             5.858743           -29.544151
     166.250000             6.321759           -28.657801
     166.312500             6.325356           -29.657794
     166.375000             5.336685           -29.507696
     166.437500             4.393956           -29.841257
     166.500000             3.615081           -29.214078
     166.562500             2.928708           -29.941328
     166.625000             1.940499           -29.788218
     166.687500             1.884530           -30.786651
     166.750000             1.023826           -31.295757
     166.812500             1.726525           -32.007243
     166.875000             0.919850           -31.416248
     166.937500             1.567884           -30.654636
     167.000000             1.455167           -31.648263
     167.062500             2.111350           -32.402865
     167.125000             3.111262           -32.416109
     167.187500             3.816238           -31.706878
     167.250000             4.766366           -32.018738
     167.312500             4.257516           -32.879593
     167.375000             5.215097           -32.591427
     167.437500             5.922851           -33.297886
     167.500000             6.681745           -33.949101
     167.562500             6.123915           -34.779056
     167.625000             5.379003           -34.111893
     167.687500             5.103101           -33.150707
     167.750000             5.530759           -32.246766
     167.812500             5.499211           -31.247264
     167.875000             4.636110           -30.742232
     167.937500             4.684629           -31.741054
     168.000000             5.474719           -31.128063
     168.062500             5.736651           -32.093150
     168.125000             4.770377           -31.835632
     168.187500             3.795428           -32.058058
     168.250000             4.735895           -32.397942
     168.312500             5.245659           -31.537628
     168.375000             4.269054           -31.752671
     168.437500             3.701864           -30.929084
     168.500000             4.286397           -30.117714
     168.562500             3.297049           -30.263288
     168.625000             2.627458           -29.520559
     168.687500             2.159281           -30.404194
     168.750000             2.728433           -31.226426
     168.812500             1.845076           -31.695126
     168.875000             2.719654           -31.210241
     168.937500             2.255623           -30.324422
     169.000000             1.919115           -29.382742
     169.062500             2.841556           -29.768881
     169.125000             3.624258           -30.391277
     169.187500             2.824314           -29.791201
     169.250000             2.385569           -30.689813
     169.312500             1.663635           -29.997851
     169.375000             1.184531           -30.875609
     169.437500             2.181831           -30.802185
     169.500000             2.149414           -31.801659
     169.562500             3.136917           -31.959256
     169.625000             3.202345           -30.961399
     169.687500             2.668927           -31.807250
     169.750000             2.581861           -30.811048
     169.812500             3.065406           -29.935728
     169.875000             4.048636           -29.753357
     169.937500             3.055005           -29.866045
     170.000000             3.168308           -30.859606
     170.062500             4.095482           -31.234236
     170.125000             5.048466           -31.537256
     170.187500             4.729947           -30.589339
     170.250000             5.683577           -30.890320
     170.312500             6.357000           -30.151064
     170.375000             6.686154           -31.095340
     170.437500             5.686876           -31.133328
     170.500000             6.517638           -31.689956
     170.562500             7.401473           -32.157755
     170.625000             6.816344           -32.968694
     170.687500             7.814398           -33.031044
     170.750000             6.820102           -33.137700
     170.812500             6.192619           -33.916330
     170.875000             5.296319           -34.359779
     170.937500             4.358940           -34.708089
     171.000000             3.398715           -34.987317
     171.062500             2.430152           -35.236085
     171.125000             2.874900           -36.131741
     171.187500             3.053067           -35.147740
     171.250000             2.253998           -35.748981
     171.312500             1.916065           -36.690151
     171.375000             1.089323           -36.127570
     171.437500             0.787300           -35.174269
     171.500000             0.684109           -34.179607
     171.562500             1.522434           -33.634437
     171.625000             1.013930           -34.495496
     171.687500             0.648156           -35.426200
     171.750000            -0.169815           -34.850940
     171.812500            -0.123926           -33.851994
     171.875000             0.603864           -33.166194
     171.937500             1.143682           -32.324412
     172.000000             0.181565           -32.051774
     172.062500            -0.279177           -31.164240
     172.125000            -1.147155           -31.660844
     172.187500            -2.046518           -31.223641
     172.250000            -2.544703           -30.356571
     172.312500            -1.809913           -29.678276
     172.375000            -0.877961           -29.315695
     172.437500            -1.470013           -30.121595
     172.500000            -1.810928           -29.181501
     172.562500            -1.630514           -30.165092
     172.625000            -0.797702           -30.718648
     172.687500            -1.793645           -30.628656
     172.750000            -1.794598           -31.628656
     172.812500            -2.522843           -32.313973
     172.875000            -2.619903           -33.309252
     172.937500            -2.872107           -32.341578
     173.000000            -3.435875           -31.515644
     173.062500            -2.644234           -30.904658
     173.125000            -2.262700           -31.829013
     173.187500            -3.063630           -32.427771
     173.250000            -2.320895           -31.758186
     173.312500            -2.871270           -30.923269
     173.375000            -3.803218           -31.285861
     173.437500            -3.362532           -32.183523
     173.500000            -3.488280           -31.191461
     173.562500            -2.846671           -30.424429
     173.625000            -2.312022           -29.579355
     173.687500            -2.336645           -28.579658
     173.750000            -2.125878           -27.602122
     173.812500            -2.825264           -26.887377
     173.875000            -3.725288           -26.451537
     173.937500            -3.202698           -27.304121
     174.000000            -3.131591           -26.306652
     174.062500            -2.140209           -26.437650
     174.125000            -1.505103           -25.665225
     174.187500            -0.725703           -26.291752
     174.250000            -1.496920           -25.655179
     174.312500            -2.370167           -26.142457
     174.375000            -2.500334           -25.150965
     174.437500            -3.177956           -25.886375
     174.500000            -4.158851           -26.080910
     174.562500            -5.059929           -25.647251
     174.625000            -4.510596           -24.811647
     174.687500            -5.039227           -25.660499
     174.750000            -6.001731           -25.931767
     174.812500            -6.645814           -25.166811
     174.875000            -5.786662           -24.655090
     174.937500            -4.787565           -24.697562
     175.000000            -5.616539           -25.256848
     175.062500            -5.811513           -26.237657
     175.125000            -6.578131           -25.595554
     175.187500            -5.672774           -26.020206
     175.250000            -6.003880           -25.076612
     175.312500            -6.711596           -24.370116
     175.375000            -6.906439           -25.350950
     175.437500            -5.916701           -25.208056
     175.500000            -6.090931           -26.192761
     175.562500            -6.773699           -25.462127
     175.625000            -5.781889           -25.589851
     175.687500            -4.847340           -25.234018
     175.750000            -5.583592           -24.557311
     175.812500            -6.514730           -24.921978
     175.875000            -6.474554           -23.922786
     175.937500            -6.746662           -22.960519
     176.000000            -5.807232           -23.303261
     176.062500            -6.806681           -23.336450
     176.125000            -7.800221           -23.449932
     176.187500            -6.832954           -23.703691
     176.250000            -7.754854           -24.091120
     176.312500            -6.794321           -23.812954
     176.375000            -7.688399           -24.260864
     176.437500            -7.033084           -25.016219
     176.500000            -6.612893           -25.923655
     176.562500            -7.318368           -25.214920
     176.625000            -8.308202           -25.357147
     176.687500            -7.480896           -25.918900
     176.750000            -7.621411           -24.928821
     176.812500            -7.208552           -25.839616
     176.875000            -8.203775           -25.937247
     176.937500            -9.070149           -25.437851
     177.000000            -9.104636           -26.437256
     177.062500            -9.930241           -25.873008
     177.125000           -10.514176           -26.684808
     177.187500           -10.264396           -25.716506
     177.250000           -11.091629           -25.154648
     177.312500           -12.071898           -24.956977
     177.375000           -11.325186           -24.291830
     177.437500           -11.273036           -23.293191
     177.500000           -10.629368           -24.058496
     177.562500           -11.305626           -24.795161
     177.625000           -10.443313           -25.301539
     177.687500           -10.978795           -24.456991
     177.750000           -10.693856           -25.415537
     177.812500           -11.431552           -26.090670
     177.875000           -11.671531           -25.119892
     177.937500           -12.352518           -25.852187
     178.000000           -13.228033           -26.335378
     178.062500           -14.174112           -26.011440
     178.125000           -13.703176           -25.129273
     178.187500           -13.083310           -24.344565
     178.250000           -12.516888           -25.168680
     178.312500           -13.186890           -24.426321
     178.375000           -14.175746           -24.575199
     178.437500           -13.872821           -23.622184
     178.500000           -13.462584           -22.710205
     178.562500           -12.613536           -23.238521
     178.625000           -12.191169           -24.144946
     178.687500           -12.982877           -24.755847
     178.750000           -12.501093           -25.632137
     178.812500           -13.394266           -25.182424
     178.875000           -12.983157           -26.094010
     178.937500           -13.053539           -27.091531
     179.000000           -12.314876           -26.417456
     179.062500           -12.985884           -25.676006
     179.125000           -12.902681           -26.672538
     179.187500           -13.884213           -26.481242
     179.250000           -12.895536           -26.631302
     179.312500           -13.743401           -27.161514
     179.375000           -12.839746           -27.589775
     179.437500           -13.680740           -27.048731
     179.500000           -14.544175           -26.544272
     179.562500           -15.217642           -25.805054
     179.625000           -15.320811           -24.810390
     179.687500           -15.790435           -23.927523
     179.750000           -15.948688           -22.940125
     179.812500           -14.970516           -23.147917
     179.875000           -15.765642           -23.754361
     179.937500           -14.809509           -24.047295
     180.000000           -15.373900           -24.872802
     180.062500           -15.512275           -23.882423
     180.125000           -16.147741           -24.654551
     180.187500           -15.660832           -25.528004
     180.250000           -15.532773           -26.519770
     180.312500           -16.328451           -27.125491
     180.375000           -16.645903           -28.073765
     180.437500           -17.425212           -28.700405
     180.500000           -17.771181           -27.762159
     180.562500           -16.810222           -27.485468
     180.625000           -15.810944           -27.523466
     180.687500           -14.811696           -27.484680
     180.750000           -14.553243           -28.450703
     180.812500           -13.838665           -27.751148
     180.875000           -14.602348           -28.396739
     180.937500           -15.320969           -27.701338
     181.000000           -16.313853           -27.820425
     181.062500           -15.464350           -28.348009
     181.125000           -16.155281           -27.625088
     181.187500           -16.751940           -26.822593
     181.250000           -16.490928           -27.787929
     181.312500           -15.750100           -28.459624
     181.375000           -15.555973           -29.440600
     181.437500           -16.532440           -29.224932
     181.500000           -15.945918           -28.414998
     181.562500           -15.221671           -29.104539
     181.625000           -15.692796           -29.986606
     181.687500           -14.862611           -29.429118
     181.750000           -15.858047           -29.524553
     181.812500           -16.192504           -28.582142
     181.875000           -17.192503           -28.580982
     181.937500           -16.669931           -29.433578
     182.000000           -15.672091           -29.499272
     182.062500           -14.678294           -29.388067
     182.125000           -13.946436           -30.069525
     182.187500           -13.078729           -29.572449
     182.250000           -13.653950           -28.754451
     182.312500           -14.643281           -28.900136
     182.375000           -14.059867           -29.712311
     182.437500           -15.053900           -29.603231
     182.500000           -15.348866           -30.558739
     182.562500           -15.231785           -29.565616
     182.625000           -15.757411           -28.714901
     182.687500           -16.426935           -29.457691
     182.750000           -15.444352           -29.271863
     182.812500           -14.988028           -30.161677
     182.875000           -15.976924           -30.013070
     182.937500           -15.707382           -30.976058
     183.000000           -16.077458           -30.047056
     183.062500           -16.034356           -31.046127
     183.125000           -16.978889           -31.374542
     183.187500           -17.838718           -30.863960
     183.250000           -18.694648           -30.346867
     183.312500           -19.508798           -30.927522
     183.375000           -20.482656           -31.154680
     183.437500           -19.484546           -31.093216
     183.500000           -20.257127           -31.728132
     183.562500           -19.704363           -32.561470
     183.625000           -18.729512           -32.338611
     183.687500           -19.202618           -33.219617
     183.750000           -18.557653           -33.983829
     183.812500           -17.574753           -34.167968
     183.875000           -17.361645           -35.144996
     183.937500           -16.601695           -34.495014
     184.000000           -16.828398           -33.521050
     184.062500           -17.807794           -33.722998
     184.125000           -18.649306           -34.263238
     184.187500           -18.520168           -35.254864
     184.250000           -17.561864           -35.540612
     184.312500           -18.347951           -34.922497
     184.375000           -18.247861           -33.927519
     184.437500           -18.612388           -32.996326
     184.500000           -18.455111           -32.008771
     184.562500           -19.358718           -32.437132
     184.625000           -20.316528           -32.724535
     184.687500           -19.696388           -33.509026
     184.750000           -20.683477           -33.348849
     184.812500           -21.253917           -34.170188
     184.875000           -22.182589           -34.541092
     184.937500           -22.869821           -35.267529
     185.000000           -23.015906           -36.256801
     185.062500           -22.055682           -35.977571
     185.125000           -22.366813           -35.027204
     185.187500           -23.362524           -34.934681
     185.250000           -22.433389           -34.564940
     185.312500           -21.980209           -33.673521
     185.375000           -22.791804           -34.257742
     185.437500           -22.343325           -33.363948
     185.500000           -21.551131           -33.974217
     185.562500           -21.980645           -33.071157
     185.625000           -21.300994           -33.804693
     185.687500           -22.172518           -33.314340
     185.750000           -21.382528           -33.927459
     185.812500           -20.421525           -34.203996
     185.875000           -19.550413           -34.695081
     185.937500           -18.640099           -34.281162
     186.000000           -17.768856           -33.790311
     186.062500           -16.773693           -33.692073
     186.125000           -17.590596           -33.115298
     186.187500           -18.462109           -33.605671
     186.250000           -19.034785           -34.425452
     186.312500           -18.037212           -34.495071
     186.375000           -18.496813           -33.606946
     186.437500           -18.448847           -34.605795
     186.500000           -19.230365           -33.981912
     186.562500           -20.171470           -34.320027
     186.625000           -20.327701           -35.307748
     186.687500           -20.622186           -34.352092
     186.750000           -20.355646           -33.388268
     186.812500           -21.018313           -32.639354
     186.875000           -20.824381           -33.620369
     186.937500           -21.448719           -34.401523
     187.000000           -21.399666           -35.400319
     187.062500           -20.669441           -36.083526
     187.125000           -20.233868           -36.983679
     187.187500           -20.986833           -37.641740
     187.250000           -21.745233           -38.293530
     187.312500           -22.742530           -38.220053
     187.375000           -22.102880           -37.451386
     187.437500           -22.729832           -36.672328
     187.500000           -23.718018           -36.825583
     187.562500           -24.077384           -37.758780
     187.625000           -25.042439           -37.496731
     187.687500           -26.024132           -37.687203
     187.750000           -26.605405           -36.873495
     187.812500           -27.480381           -36.389329
     187.875000           -28.367414           -36.851034
     187.937500           -27.820447           -36.013880
     188.000000           -27.905922           -37.010220
     188.062500           -27.615972           -37.967262
     188.125000           -27.674243           -36.968961
     188.187500           -26.752146           -36.582003
     188.250000           -25.770392           -36.772160
     188.312500           -26.534925           -37.416744
     188.375000           -26.187707           -36.478960
     188.437500           -26.495530           -35.527517
     188.500000           -26.890995           -36.445998
     188.562500           -25.940092           -36.136510
     188.625000           -26.590626           -36.895986
     188.687500           -25.664857           -37.274074
     188.750000           -25.812402           -38.263129
     188.812500           -26.635893           -37.695800
     188.875000           -25.708642           -38.070240
     188.937500           -25.209362           -37.203799
     189.000000           -25.973924           -36.559250
     189.062500           -25.645574           -37.503806
     189.125000           -24.999942           -38.267454
     189.187500           -25.130488           -39.258896
     189.250000           -25.564224           -40.159936
     189.312500           -25.819614           -41.126774
     189.375000           -26.633889           -41.707253
     189.437500           -27.522697           -41.248974
     189.500000           -27.479814           -40.249894
     189.562500           -28.469546           -40.392827
     189.625000           -28.576150           -39.398526
     189.687500           -29.211560           -38.626351
     189.750000           -28.536078           -37.888975
     189.812500           -27.536152           -37.876814
     189.875000           -27.379154           -36.889215
     189.937500           -27.577262           -35.909035
     190.000000           -27.200340           -34.982790
     190.062500           -27.565853           -34.051984
     190.125000           -26.584892           -34.246192
     190.187500           -26.935398           -33.309631
     190.250000           -27.329188           -32.390431
     190.312500           -27.795719           -33.274936
     190.375000           -28.587019           -33.886364
     190.437500           -28.127347           -32.998275
     190.500000           -29.120165           -33.117909
     190.562500           -29.231785           -32.124158
     190.625000           -29.901326           -32.866932
     190.687500           -30.782703           -33.339347
     190.750000           -30.524396           -34.305410
     190.812500           -31.248229           -34.995386
     190.875000           -31.440069           -34.013959
     190.937500           -30.574467           -33.513228
     191.000000           -29.717426           -34.028476
     191.062500           -30.710846           -34.142999
     191.125000           -31.682921           -33.908326
     191.187500           -32.650925           -34.159259
     191.250000           -32.969596           -35.107125
     191.312500           -32.711881           -34.140904
     191.375000           -33.284087           -34.961014
     191.437500           -33.814299           -34.113148
     191.500000           -32.907626           -33.691315
     191.562500           -32.123506           -34.311924
     191.625000           -31.244933           -34.789532
     191.687500           -31.126105           -33.796617
     191.750000           -31.694491           -34.619379
     191.812500           -30.704194           -34.480415
     191.875000           -29.848932           -33.962218
     191.937500           -30.328752           -33.084851
     192.000000           -29.518379           -33.670766
     192.062500           -28.635286           -34.139963
     192.125000           -29.277657           -34.906357
     192.187500           -28.300064           -35.116859
     192.250000           -27.409796           -34.661421
     192.312500           -26.410525           -34.699585
     192.375000           -27.208180           -35.302699
     192.437500           -26.454867           -34.645037
     192.500000           -26.449151           -33.645053
     192.562500           -27.380364           -34.009530
     192.625000           -26.747426           -34.783733
     192.687500           -26.834934           -35.779897
     192.750000           -26.009459           -36.344335
     192.812500           -25.316942           -37.065737
     192.875000           -24.677520           -37.834592
     192.937500           -25.387115           -38.539201
     193.000000           -25.756226           -37.609816
     193.062500           -25.071201           -38.338335
     193.125000           -25.760444           -39.062865
     193.187500           -25.028866           -38.381108
     193.250000           -24.277029           -39.040457
